Machines > Drill Press > MIB > X-Horizontal > Peak Acceleration,,,Machines > Drill Press > MIB > X-Horizontal > Peak Velocity,,,Machines > Drill Press > MIB > Y-Radial > Band 1,,,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > Peak Acceleration,,,Machines > Drill Press > MIB > Y-Radial > Peak Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Band 1,,,Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > RMS Velocity,,,Machines > Drill Press > MIB > Y-Radial > Temperature,,,Machines > Drill Press > MIB > X-Horizontal > RMS Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Temperature,,,Machines > Drill Press > MIB > Battery Voltage,
2/18/20 00:19,0.0324594,,2/18/20 00:19,0.0123365,,2/18/20 00:19,0.003759,,2/18/20 00:19,0.3812461,,2/18/20 00:19,0.0315449,,2/18/20 00:19,0.0138696,,2/18/20 00:19,0.0031038,,2/18/20 00:19,0.3789098,,2/18/20 00:19,0.0052926,,2/18/20 00:20,67.96907349,,2/18/20 00:19,0.0042741,,2/18/20 00:20,67.96907349,,2/18/20 00:20,3.197753191
2/18/20 00:29,0.0366811,,2/18/20 00:29,0.0184202,,2/18/20 00:29,0.0027529,,2/18/20 00:29,0.3627728,,2/18/20 00:29,0.0289909,,2/18/20 00:29,0.0108622,,2/18/20 00:29,0.0031912,,2/18/20 00:29,0.3804123,,2/18/20 00:29,0.0037538,,2/18/20 00:30,67.90104752,,2/18/20 00:29,0.0051193,,2/18/20 00:30,67.90104752,,2/18/20 00:30,3.197460175
2/18/20 00:39,0.0337322,,2/18/20 00:39,0.014206,,2/18/20 00:39,0.0032402,,2/18/20 00:39,0.357627,,2/18/20 00:39,0.0341739,,2/18/20 00:39,0.0146594,,2/18/20 00:39,0.0044144,,2/18/20 00:39,0.3660033,,2/18/20 00:39,0.0041139,,2/18/20 00:39,68.30927887,,2/18/20 00:39,0.0041743,,2/18/20 00:39,68.30927887,,2/18/20 00:39,3.197948694
2/18/20 00:48,0.0326281,,2/18/20 00:48,0.0148215,,2/18/20 00:48,0.0031445,,2/18/20 00:48,0.3354235,,2/18/20 00:48,0.0370116,,2/18/20 00:48,0.0121423,,2/18/20 00:48,0.0037344,,2/18/20 00:48,0.3654691,,2/18/20 00:48,0.0037551,,2/18/20 00:49,67.79897079,,2/18/20 00:48,0.0040815,,2/18/20 00:49,67.79897079,,2/18/20 00:49,3.197167397
2/18/20 00:58,0.0296045,,2/18/20 00:58,0.011675,,2/18/20 00:58,0.0021318,,2/18/20 00:58,0.3612038,,2/18/20 00:58,0.0274771,,2/18/20 00:58,0.0153129,,2/18/20 00:58,0.002213,,2/18/20 00:58,0.3594836,,2/18/20 00:58,0.0043086,,2/18/20 01:00,68.30927887,,2/18/20 00:58,0.0039629,,2/18/20 01:00,68.30927887,,2/18/20 01:00,3.196971893
2/18/20 01:09,0.0368683,,2/18/20 01:09,0.0134891,,2/18/20 01:09,0.003423,,2/18/20 01:09,0.3697762,,2/18/20 01:09,0.0353377,,2/18/20 01:09,0.0151976,,2/18/20 01:09,0.0021169,,2/18/20 01:09,0.3605115,,2/18/20 01:09,0.0053179,,2/18/20 01:10,68.58145828,,2/18/20 01:09,0.004453,,2/18/20 01:10,68.58145828,,2/18/20 01:10,3.19687438
2/18/20 01:19,0.0339337,,2/18/20 01:19,0.0162324,,2/18/20 01:19,0.0021129,,2/18/20 01:19,0.3574586,,2/18/20 01:19,0.0264637,,2/18/20 01:19,0.010731,,2/18/20 01:19,0.0052914,,2/18/20 01:19,0.3662474,,2/18/20 01:19,0.003728,,2/18/20 01:20,68.2412529,,2/18/20 01:19,0.0052009,,2/18/20 01:20,68.2412529,,2/18/20 01:20,3.197460175
2/18/20 01:29,0.0315946,,2/18/20 01:29,0.0163339,,2/18/20 01:29,0.0035414,,2/18/20 01:29,0.361853,,2/18/20 01:29,0.0309367,,2/18/20 01:29,0.0135007,,2/18/20 01:29,0.002742,,2/18/20 01:29,0.3613332,,2/18/20 01:29,0.0040382,,2/18/20 01:30,68.78557739,,2/18/20 01:29,0.004649,,2/18/20 01:30,68.78557739,,2/18/20 01:30,3.197167397
2/18/20 01:39,0.0324845,,2/18/20 01:39,0.014061,,2/18/20 01:39,0.0023759,,2/18/20 01:39,0.3583664,,2/18/20 01:39,0.0325102,,2/18/20 01:39,0.0149139,,2/18/20 01:39,0.0038729,,2/18/20 01:39,0.3656508,,2/18/20 01:39,0.0042055,,2/18/20 01:39,68.20720215,,2/18/20 01:39,0.0050369,,2/18/20 01:39,68.20720215,,2/18/20 01:39,3.197167397
2/18/20 01:49,0.0297396,,2/18/20 01:49,0.0151191,,2/18/20 01:49,0.0037956,,2/18/20 01:49,0.3594845,,2/18/20 01:49,0.0281192,,2/18/20 01:49,0.0153542,,2/18/20 01:49,0.0028432,,2/18/20 01:49,0.3532568,,2/18/20 01:49,0.0049809,,2/18/20 01:49,68.75156097,,2/18/20 01:49,0.0045811,,2/18/20 01:49,68.75156097,,2/18/20 01:49,3.19677639
2/18/20 01:58,0.0333844,,2/18/20 01:58,0.0186742,,2/18/20 01:58,0.0035657,,2/18/20 01:58,0.3696439,,2/18/20 01:58,0.0345048,,2/18/20 01:58,0.011171,,2/18/20 01:58,0.0064436,,2/18/20 01:58,0.3515781,,2/18/20 01:58,0.004306,,2/18/20 01:59,68.61547127,,2/18/20 01:58,0.0055567,,2/18/20 01:59,68.61547127,,2/18/20 01:59,3.196678877
2/18/20 02:08,0.0347026,,2/18/20 02:08,0.0142273,,2/18/20 02:08,0.0033237,,2/18/20 02:08,0.3708042,,2/18/20 02:08,0.0315753,,2/18/20 02:08,0.0128882,,2/18/20 02:08,0.0028539,,2/18/20 02:08,0.364829,,2/18/20 02:08,0.0042723,,2/18/20 02:09,68.81958694,,2/18/20 02:08,0.0041294,,2/18/20 02:09,68.81958694,,2/18/20 02:09,3.197069645
2/18/20 02:19,0.0388121,,2/18/20 02:19,0.0142261,,2/18/20 02:19,0.0053898,,2/18/20 02:19,0.3621326,,2/18/20 02:19,0.0322615,,2/18/20 02:19,0.0149461,,2/18/20 02:19,0.0036071,,2/18/20 02:19,0.3777491,,2/18/20 02:19,0.0051662,,2/18/20 02:20,68.44536858,,2/18/20 02:19,0.0042289,,2/18/20 02:20,68.44536858,,2/18/20 02:20,3.195995092
2/18/20 02:29,0.0335968,,2/18/20 02:29,0.0151847,,2/18/20 02:29,0.0051229,,2/18/20 02:29,0.3515493,,2/18/20 02:29,0.0322628,,2/18/20 02:29,0.0150189,,2/18/20 02:29,0.0056442,,2/18/20 02:29,0.3724118,,2/18/20 02:29,0.0044142,,2/18/20 02:30,68.64948425,,2/18/20 02:29,0.0049072,,2/18/20 02:30,68.64948425,,2/18/20 02:30,3.196092844
2/18/20 02:39,0.0361075,,2/18/20 02:39,0.0136006,,2/18/20 02:39,0.0025073,,2/18/20 02:39,0.3662474,,2/18/20 02:39,0.0346562,,2/18/20 02:39,0.0108311,,2/18/20 02:39,0.0028691,,2/18/20 02:39,0.3632887,,2/18/20 02:39,0.0036845,,2/18/20 02:39,68.92166367,,2/18/20 02:39,0.0045992,,2/18/20 02:39,68.92166367,,2/18/20 02:39,3.196092844
2/18/20 02:49,0.0356028,,2/18/20 02:49,0.0122039,,2/18/20 02:49,0.0035654,,2/18/20 02:49,0.3643358,,2/18/20 02:49,0.0319884,,2/18/20 02:49,0.0137811,,2/18/20 02:49,0.0038158,,2/18/20 02:49,0.3737814,,2/18/20 02:49,0.0044167,,2/18/20 02:49,69.02370262,,2/18/20 02:49,0.004397,,2/18/20 02:49,69.02370262,,2/18/20 02:49,3.196581125
2/18/20 02:59,0.0395341,,2/18/20 02:59,0.0157798,,2/18/20 02:59,0.0030307,,2/18/20 02:59,0.3694756,,2/18/20 02:59,0.0305992,,2/18/20 02:59,0.016917,,2/18/20 02:59,0.0038175,,2/18/20 02:59,0.3746709,,2/18/20 02:59,0.0051322,,2/18/20 02:59,68.61547127,,2/18/20 02:59,0.0045369,,2/18/20 02:59,68.61547127,,2/18/20 02:59,3.195702076
2/18/20 03:08,0.0318443,,2/18/20 03:08,0.016636,,2/18/20 03:08,0.0029451,,2/18/20 03:08,0.3688865,,2/18/20 03:08,0.0337169,,2/18/20 03:08,0.0150522,,2/18/20 03:08,0.0038113,,2/18/20 03:08,0.3795119,,2/18/20 03:08,0.0044801,,2/18/20 03:09,68.34328842,,2/18/20 03:08,0.0051426,,2/18/20 03:09,68.34328842,,2/18/20 03:09,3.196288109
2/18/20 03:18,0.0317098,,2/18/20 03:18,0.0130825,,2/18/20 03:18,0.0061454,,2/18/20 03:18,0.34145,,2/18/20 03:18,0.0292076,,2/18/20 03:18,0.0195971,,2/18/20 03:18,0.0039858,,2/18/20 03:18,0.3591908,,2/18/20 03:18,0.0056237,,2/18/20 03:19,68.44536858,,2/18/20 03:18,0.0046539,,2/18/20 03:19,68.44536858,,2/18/20 03:19,3.195995092
2/18/20 03:29,0.0312958,,2/18/20 03:29,0.0130669,,2/18/20 03:29,0.0025556,,2/18/20 03:29,0.3746665,,2/18/20 03:29,0.0339329,,2/18/20 03:29,0.0121042,,2/18/20 03:29,0.0033848,,2/18/20 03:29,0.3792082,,2/18/20 03:29,0.0039643,,2/18/20 03:29,68.54740753,,2/18/20 03:29,0.004533,,2/18/20 03:29,68.54740753,,2/18/20 03:29,3.196288109
2/18/20 03:39,0.0354549,,2/18/20 03:39,0.0163338,,2/18/20 03:39,0.0026755,,2/18/20 03:39,0.3666863,,2/18/20 03:39,0.0308268,,2/18/20 03:39,0.0125476,,2/18/20 03:39,0.0038,,2/18/20 03:39,0.3635869,,2/18/20 03:39,0.0036769,,2/18/20 03:39,68.44536858,,2/18/20 03:39,0.0046953,,2/18/20 03:39,68.44536858,,2/18/20 03:39,3.196092844
2/18/20 03:49,0.0353059,,2/18/20 03:49,0.0152625,,2/18/20 03:49,0.0033312,,2/18/20 03:49,0.3563555,,2/18/20 03:49,0.0303821,,2/18/20 03:49,0.0144086,,2/18/20 03:49,0.0019933,,2/18/20 03:49,0.3665782,,2/18/20 03:49,0.0053158,,2/18/20 03:49,68.58145828,,2/18/20 03:49,0.0042873,,2/18/20 03:49,68.58145828,,2/18/20 03:49,3.196288109
2/18/20 03:59,0.036992,,2/18/20 03:59,0.016331,,2/18/20 03:59,0.0034449,,2/18/20 03:59,0.3559377,,2/18/20 03:59,0.0390453,,2/18/20 03:59,0.0133551,,2/18/20 03:59,0.0044199,,2/18/20 03:59,0.3721948,,2/18/20 03:59,0.0043411,,2/18/20 03:59,68.27526588,,2/18/20 03:59,0.0054868,,2/18/20 03:59,68.27526588,,2/18/20 03:59,3.195604324
2/18/20 04:09,0.0373052,,2/18/20 04:09,0.0141227,,2/18/20 04:09,0.0019873,,2/18/20 04:09,0.3731396,,2/18/20 04:09,0.0411515,,2/18/20 04:09,0.0131395,,2/18/20 04:09,0.001724,,2/18/20 04:09,0.3776081,,2/18/20 04:09,0.0042631,,2/18/20 04:09,68.2412529,,2/18/20 04:09,0.0040696,,2/18/20 04:09,68.2412529,,2/18/20 04:09,3.196092844
2/18/20 04:19,0.0318135,,2/18/20 04:19,0.0170167,,2/18/20 04:18,0.0030804,,2/18/20 04:18,0.354528,,2/18/20 04:18,0.032161,,2/18/20 04:18,0.0127617,,2/18/20 04:19,0.0029343,,2/18/20 04:19,0.3611244,,2/18/20 04:18,0.0046507,,2/18/20 04:19,68.10516319,,2/18/20 04:19,0.0045787,,2/18/20 04:19,68.10516319,,2/18/20 04:19,3.195604324
2/18/20 04:28,0.0381152,,2/18/20 04:28,0.0155009,,2/18/20 04:28,0.0041133,,2/18/20 04:28,0.3748078,,2/18/20 04:28,0.028097,,2/18/20 04:28,0.0133313,,2/18/20 04:28,0.0032427,,2/18/20 04:28,0.3676685,,2/18/20 04:28,0.0048557,,2/18/20 04:29,68.30927887,,2/18/20 04:28,0.0046403,,2/18/20 04:29,68.30927887,,2/18/20 04:29,3.196190596
2/18/20 04:39,0.0339744,,2/18/20 04:39,0.0218175,,2/18/20 04:39,0.0023589,,2/18/20 04:39,0.3674888,,2/18/20 04:39,0.0282033,,2/18/20 04:39,0.0158858,,2/18/20 04:39,0.003939,,2/18/20 04:39,0.3680347,,2/18/20 04:39,0.0045899,,2/18/20 04:40,67.96907349,,2/18/20 04:39,0.0057672,,2/18/20 04:40,67.96907349,,2/18/20 04:40,3.195702076
2/18/20 04:49,0.0328749,,2/18/20 04:49,0.0150378,,2/18/20 04:49,0.0021146,,2/18/20 04:49,0.3777204,,2/18/20 04:49,0.0345753,,2/18/20 04:49,0.0128021,,2/18/20 04:49,0.003615,,2/18/20 04:49,0.3640724,,2/18/20 04:49,0.00406,,2/18/20 04:50,67.86699333,,2/18/20 04:49,0.0044567,,2/18/20 04:50,67.86699333,,2/18/20 04:50,3.195506573
2/18/20 04:59,0.0351501,,2/18/20 04:59,0.0125375,,2/18/20 04:59,0.0033722,,2/18/20 04:59,0.3574797,,2/18/20 04:59,0.0341346,,2/18/20 04:59,0.0137808,,2/18/20 04:59,0.0030636,,2/18/20 04:59,0.36548,,2/18/20 04:59,0.0047399,,2/18/20 05:00,67.49277496,,2/18/20 04:59,0.0045807,,2/18/20 05:00,67.49277496,,2/18/20 05:00,3.19540906
2/18/20 05:09,0.0297232,,2/18/20 05:09,0.013298,,2/18/20 05:09,0.0070434,,2/18/20 05:09,0.3624392,,2/18/20 05:09,0.0318438,,2/18/20 05:09,0.0145341,,2/18/20 05:09,0.0022873,,2/18/20 05:09,0.3579432,,2/18/20 05:09,0.0048398,,2/18/20 05:10,68.00308304,,2/18/20 05:09,0.0043778,,2/18/20 05:10,68.00308304,,2/18/20 05:10,3.195018291
2/18/20 05:19,0.0361551,,2/18/20 05:19,0.0126908,,2/18/20 05:19,0.002689,,2/18/20 05:19,0.3619252,,2/18/20 05:19,0.0318563,,2/18/20 05:19,0.0150487,,2/18/20 05:19,0.0031335,,2/18/20 05:19,0.3784433,,2/18/20 05:19,0.0036315,,2/18/20 05:19,67.96907349,,2/18/20 05:19,0.0043027,,2/18/20 05:19,67.96907349,,2/18/20 05:19,3.194822788
2/18/20 05:28,0.0391698,,2/18/20 05:28,0.0159748,,2/18/20 05:28,0.0024301,,2/18/20 05:28,0.3684206,,2/18/20 05:28,0.0304908,,2/18/20 05:28,0.0115137,,2/18/20 05:28,0.0045784,,2/18/20 05:28,0.3575391,,2/18/20 05:28,0.0032722,,2/18/20 05:29,67.35668182,,2/18/20 05:28,0.0047705,,2/18/20 05:29,67.35668182,,2/18/20 05:29,3.195116043
2/18/20 05:38,0.0306838,,2/18/20 05:38,0.0163014,,2/18/20 05:38,0.0053276,,2/18/20 05:38,0.3807472,,2/18/20 05:38,0.0299453,,2/18/20 05:38,0.0119934,,2/18/20 05:38,0.0043879,,2/18/20 05:38,0.359264,,2/18/20 05:38,0.0042565,,2/18/20 05:39,67.49277496,,2/18/20 05:38,0.0051848,,2/18/20 05:39,67.49277496,,2/18/20 05:39,3.194920778
2/18/20 05:49,0.0296261,,2/18/20 05:49,0.0119233,,2/18/20 05:49,0.0024044,,2/18/20 05:49,0.3925568,,2/18/20 05:49,0.034771,,2/18/20 05:49,0.0120802,,2/18/20 05:49,0.0036326,,2/18/20 05:49,0.3747035,,2/18/20 05:49,0.0036973,,2/18/20 05:50,67.45876198,,2/18/20 05:49,0.0038248,,2/18/20 05:50,67.45876198,,2/18/20 05:50,3.19540906
2/18/20 05:59,0.0371534,,2/18/20 05:59,0.0183873,,2/18/20 05:59,0.0049775,,2/18/20 05:59,0.3590667,,2/18/20 05:59,0.0274332,,2/18/20 05:59,0.0141811,,2/18/20 05:59,0.0072622,,2/18/20 05:59,0.3738709,,2/18/20 05:59,0.0044058,,2/18/20 06:00,67.45876198,,2/18/20 05:59,0.005566,,2/18/20 06:00,67.45876198,,2/18/20 06:00,3.194920778
2/18/20 06:09,0.0384135,,2/18/20 06:09,0.0127327,,2/18/20 06:09,0.0042342,,2/18/20 06:09,0.3699265,,2/18/20 06:09,0.0280851,,2/18/20 06:09,0.0135469,,2/18/20 06:09,0.004297,,2/18/20 06:09,0.3610946,,2/18/20 06:09,0.0044547,,2/18/20 06:10,67.15256958,,2/18/20 06:09,0.0044129,,2/18/20 06:10,67.15256958,,2/18/20 06:10,3.195604324
2/18/20 06:19,0.0426057,,2/18/20 06:19,0.0137874,,2/18/20 06:19,0.0032248,,2/18/20 06:19,0.3626225,,2/18/20 06:19,0.0292438,,2/18/20 06:19,0.0158861,,2/18/20 06:19,0.00273,,2/18/20 06:19,0.3751944,,2/18/20 06:19,0.0048266,,2/18/20 06:19,67.15256958,,2/18/20 06:19,0.0047967,,2/18/20 06:19,67.15256958,,2/18/20 06:19,3.194822788
2/18/20 06:29,0.0298902,,2/18/20 06:29,0.0120001,,2/18/20 06:29,0.0040389,,2/18/20 06:29,0.3606447,,2/18/20 06:29,0.0274456,,2/18/20 06:29,0.0123529,,2/18/20 06:29,0.0043035,,2/18/20 06:29,0.368021,,2/18/20 06:29,0.0044104,,2/18/20 06:29,67.42474899,,2/18/20 06:29,0.0043697,,2/18/20 06:29,67.42474899,,2/18/20 06:29,3.195311308
2/18/20 06:38,0.03452,,2/18/20 06:38,0.0153146,,2/18/20 06:39,0.0025881,,2/18/20 06:39,0.3535993,,2/18/20 06:39,0.0301807,,2/18/20 06:39,0.0138882,,2/18/20 06:38,0.004346,,2/18/20 06:38,0.3546942,,2/18/20 06:39,0.004703,,2/18/20 06:39,66.98246689,,2/18/20 06:38,0.0044969,,2/18/20 06:39,66.98246689,,2/18/20 06:39,3.195116043
2/18/20 06:48,0.034471,,2/18/20 06:48,0.012838,,2/18/20 06:48,0.003083,,2/18/20 06:48,0.3721688,,2/18/20 06:48,0.0315794,,2/18/20 06:48,0.0162731,,2/18/20 06:48,0.0032885,,2/18/20 06:48,0.3728159,,2/18/20 06:48,0.0045537,,2/18/20 06:49,67.05053406,,2/18/20 06:48,0.0047172,,2/18/20 06:49,67.05053406,,2/18/20 06:49,3.194334507
2/18/20 06:59,0.0389489,,2/18/20 06:59,0.0121819,,2/18/20 06:59,0.0032893,,2/18/20 06:59,0.3561992,,2/18/20 06:59,0.0323535,,2/18/20 06:59,0.0111125,,2/18/20 06:59,0.0021514,,2/18/20 06:59,0.3769273,,2/18/20 06:59,0.0043032,,2/18/20 07:00,66.91444092,,2/18/20 06:59,0.0038225,,2/18/20 07:00,66.91444092,,2/18/20 07:00,3.194822788
2/18/20 07:09,0.0388757,,2/18/20 07:09,0.0147121,,2/18/20 07:09,0.0019835,,2/18/20 07:09,0.3546302,,2/18/20 07:09,0.0290787,,2/18/20 07:09,0.0117001,,2/18/20 07:09,0.0052769,,2/18/20 07:09,0.3512878,,2/18/20 07:09,0.0036784,,2/18/20 07:10,66.84637375,,2/18/20 07:09,0.0049833,,2/18/20 07:10,66.84637375,,2/18/20 07:10,3.195702076
2/18/20 07:19,0.0303989,,2/18/20 07:19,0.0150228,,2/18/20 07:19,0.0032507,,2/18/20 07:19,0.3731817,,2/18/20 07:19,0.0402867,,2/18/20 07:19,0.0141794,,2/18/20 07:19,0.0019069,,2/18/20 07:19,0.3760567,,2/18/20 07:19,0.003835,,2/18/20 07:19,66.64226151,,2/18/20 07:19,0.0046326,,2/18/20 07:19,66.64226151,,2/18/20 07:19,3.194139242
2/18/20 07:29,0.0340595,,2/18/20 07:29,0.0136871,,2/18/20 07:29,0.0036191,,2/18/20 07:29,0.3657034,,2/18/20 07:29,0.0306246,,2/18/20 07:29,0.0154909,,2/18/20 07:29,0.0042288,,2/18/20 07:29,0.3759647,,2/18/20 07:29,0.0047794,,2/18/20 07:29,66.50616837,,2/18/20 07:29,0.0047568,,2/18/20 07:29,66.50616837,,2/18/20 07:29,3.194334507
2/18/20 07:39,0.0359174,,2/18/20 07:39,0.0214065,,2/18/20 07:39,0.0034278,,2/18/20 07:39,0.3789347,,2/18/20 07:39,0.0323487,,2/18/20 07:39,0.0122388,,2/18/20 07:39,0.003005,,2/18/20 07:39,0.3640019,,2/18/20 07:39,0.0037211,,2/18/20 07:39,66.4381424,,2/18/20 07:39,0.0059358,,2/18/20 07:39,66.4381424,,2/18/20 07:39,3.194334507
2/18/20 07:49,0.0333796,,2/18/20 07:49,0.0143339,,2/18/20 07:48,0.0038291,,2/18/20 07:48,0.3444437,,2/18/20 07:48,0.0286236,,2/18/20 07:48,0.0162351,,2/18/20 07:49,0.0020058,,2/18/20 07:49,0.3516703,,2/18/20 07:48,0.0052906,,2/18/20 07:49,66.30205269,,2/18/20 07:49,0.0046451,,2/18/20 07:49,66.30205269,,2/18/20 07:49,3.194334507
2/18/20 07:58,0.029592,,2/18/20 07:58,0.0116612,,2/18/20 07:58,0.0027645,,2/18/20 07:58,0.371225,,2/18/20 07:58,0.0320352,,2/18/20 07:58,0.0126381,,2/18/20 07:58,0.0024139,,2/18/20 07:58,0.3627489,,2/18/20 07:58,0.0039828,,2/18/20 07:59,66.64226151,,2/18/20 07:58,0.0037616,,2/18/20 07:59,66.64226151,,2/18/20 07:59,3.194041491
2/18/20 08:09,0.0344028,,2/18/20 08:09,0.0112146,,2/18/20 08:09,0.0025754,,2/18/20 08:09,0.3532596,,2/18/20 08:09,0.0353757,,2/18/20 08:09,0.0119606,,2/18/20 08:09,0.002828,,2/18/20 08:09,0.3618566,,2/18/20 08:09,0.0044743,,2/18/20 08:10,65.92783432,,2/18/20 08:09,0.0038712,,2/18/20 08:10,65.92783432,,2/18/20 08:10,3.193748474
2/18/20 08:19,0.0342667,,2/18/20 08:19,0.0146534,,2/18/20 08:19,0.0025804,,2/18/20 08:19,0.3506386,,2/18/20 08:19,0.0380542,,2/18/20 08:19,0.01379,,2/18/20 08:19,0.0018739,,2/18/20 08:19,0.3714491,,2/18/20 08:19,0.0043988,,2/18/20 08:19,66.30205269,,2/18/20 08:19,0.0044967,,2/18/20 08:19,66.30205269,,2/18/20 08:19,3.194041491
2/18/20 08:29,0.0354834,,2/18/20 08:29,0.0167655,,2/18/20 08:29,0.0020565,,2/18/20 08:29,0.3560369,,2/18/20 08:29,0.0296168,,2/18/20 08:29,0.0115669,,2/18/20 08:29,0.0037976,,2/18/20 08:29,0.3475047,,2/18/20 08:29,0.0037778,,2/18/20 08:29,66.57423553,,2/18/20 08:29,0.0046637,,2/18/20 08:29,66.57423553,,2/18/20 08:29,3.193357706
2/18/20 08:39,,,,,,2/18/20 08:39,0.0027616,,2/18/20 08:39,0.358709,,2/18/20 08:39,0.0301817,,2/18/20 08:39,0.0112731,,,,,,,,2/18/20 08:39,0.0039906,,2/18/20 08:39,66.13195,,,,,2/18/20 08:39,66.13195,,2/18/20 08:39,3.194041491
2/18/20 08:49,0.0325314,,2/18/20 08:49,0.0147903,,2/18/20 08:49,0.0042228,,2/18/20 08:49,0.3556552,,2/18/20 08:49,0.032217,,2/18/20 08:49,0.0133471,,2/18/20 08:49,0.0024248,,2/18/20 08:49,0.370424,,2/18/20 08:49,0.004677,,2/18/20 08:49,66.54022255,,2/18/20 08:49,0.0041503,,2/18/20 08:49,66.54022255,,2/18/20 08:49,3.19306469
2/18/20 08:59,0.0338596,,2/18/20 08:59,0.0153342,,2/18/20 08:59,0.0036131,,2/18/20 08:59,0.371772,,2/18/20 08:59,0.0349821,,2/18/20 08:59,0.0122307,,2/18/20 08:59,0.0054407,,2/18/20 08:59,0.3610865,,2/18/20 08:59,0.0045348,,2/18/20 08:59,66.16596298,,2/18/20 08:59,0.0055688,,2/18/20 08:59,66.16596298,,2/18/20 08:59,3.193650723
2/18/20 09:08,0.0320157,,2/18/20 09:08,0.0121607,,2/18/20 09:08,0.0063247,,2/18/20 09:08,0.360278,,2/18/20 09:08,0.026937,,2/18/20 09:08,0.014507,,2/18/20 09:08,0.0031144,,2/18/20 09:08,0.3616451,,2/18/20 09:08,0.0046819,,2/18/20 09:09,65.85980835,,2/18/20 09:08,0.0042104,,2/18/20 09:09,65.85980835,,2/18/20 09:09,3.19306469
2/18/20 09:19,0.0311911,,2/18/20 09:19,0.0154587,,2/18/20 09:19,0.0019654,,2/18/20 09:19,0.3524691,,2/18/20 09:19,0.0303825,,2/18/20 09:19,0.0129672,,2/18/20 09:19,0.0045007,,2/18/20 09:19,0.3562997,,2/18/20 09:19,0.0047121,,2/18/20 09:19,66.23403015,,2/18/20 09:19,0.0045417,,2/18/20 09:19,66.23403015,,2/18/20 09:19,3.194041491
2/18/20 09:29,0.0330288,,2/18/20 09:29,0.0125156,,2/18/20 09:29,0.0051903,,2/18/20 09:29,0.3695027,,2/18/20 09:29,0.0304419,,2/18/20 09:29,0.0120193,,2/18/20 09:29,0.004495,,2/18/20 09:29,0.3671288,,2/18/20 09:29,0.0044811,,2/18/20 09:29,65.96184731,,2/18/20 09:29,0.0043011,,2/18/20 09:29,65.96184731,,2/18/20 09:29,3.193455458
2/18/20 09:39,0.0376835,,2/18/20 09:39,0.0131697,,2/18/20 09:39,0.0031435,,2/18/20 09:39,0.3630193,,2/18/20 09:39,0.0299935,,2/18/20 09:39,0.0132761,,2/18/20 09:39,0.0037396,,2/18/20 09:39,0.3551362,,2/18/20 09:39,0.0041858,,2/18/20 09:39,65.85980835,,2/18/20 09:39,0.0049666,,2/18/20 09:39,65.85980835,,2/18/20 09:39,3.193845987
2/18/20 09:49,0.0379553,,2/18/20 09:49,0.0113793,,2/18/20 09:49,0.0027362,,2/18/20 09:49,0.3472421,,2/18/20 09:49,0.0318439,,2/18/20 09:49,0.0145589,,2/18/20 09:49,0.0029561,,2/18/20 09:49,0.3493298,,2/18/20 09:49,0.0048337,,2/18/20 09:49,65.96184731,,2/18/20 09:49,0.0037652,,2/18/20 09:49,65.96184731,,2/18/20 09:49,3.192869186
2/18/20 09:59,0.032447,,2/18/20 09:59,0.0136931,,2/18/20 09:59,0.0049519,,2/18/20 09:59,0.3610896,,2/18/20 09:59,0.034382,,2/18/20 09:59,0.0153482,,2/18/20 09:59,0.0036403,,2/18/20 09:59,0.3614362,,2/18/20 09:59,0.0054465,,2/18/20 10:00,66.06392746,,2/18/20 09:59,0.0043672,,2/18/20 10:00,66.06392746,,2/18/20 10:00,3.192869186
2/18/20 10:09,0.0320165,,2/18/20 10:09,0.0171307,,2/18/20 10:09,0.0037022,,2/18/20 10:09,0.3696379,,2/18/20 10:09,0.0372172,,2/18/20 10:09,0.0120028,,2/18/20 10:09,0.0039244,,2/18/20 10:09,0.3618376,,2/18/20 10:09,0.0044259,,2/18/20 10:10,66.09793701,,2/18/20 10:09,0.004868,,2/18/20 10:10,66.09793701,,2/18/20 10:10,3.192967176
2/18/20 10:18,0.0333352,,2/18/20 10:18,0.0121533,,2/18/20 10:18,0.0029062,,2/18/20 10:18,0.3623069,,2/18/20 10:18,0.0304372,,2/18/20 10:18,0.0094573,,2/18/20 10:18,0.0024022,,2/18/20 10:18,0.3457554,,2/18/20 10:18,0.0035588,,2/18/20 10:19,65.99586029,,2/18/20 10:18,0.0043214,,2/18/20 10:19,65.99586029,,2/18/20 10:19,3.193357706
2/18/20 10:29,0.0374124,,2/18/20 10:29,0.0157694,,2/18/20 10:29,0.0031239,,2/18/20 10:29,0.375409,,2/18/20 10:29,0.0293898,,2/18/20 10:29,0.0124848,,2/18/20 10:29,0.0038352,,2/18/20 10:29,0.3533626,,2/18/20 10:29,0.0039981,,2/18/20 10:30,65.55361595,,2/18/20 10:29,0.0050099,,2/18/20 10:30,65.55361595,,2/18/20 10:30,3.19257617
